path,en,it
root/2/merchant_bobi/1/begin_trading/1,"<<""Smashing! Have a gander at my goods."">>","<<""Magnifico! Dai un'occhiata alla mia merce."">>"
root/2/merchant_bobi/1/begin_trading/3,"<<""'til next time, friend."">>","<<""Alla prossima, amica."">>"
root/2/merchant_bobi/1/conversation_end/0,"<<""See you soon."">>","<<""A presto."">>"
root/2/wind_tower_campfire/6/done/0,I get up to leave the campfire.,Mi alzo per lasciare il falò.
root/2/wind_tower_campfire/6/first_intro/0,I found a campfire on the way to the Wind Tower.,Ho trovato un falò in strada verso la Torre del Vento.
root/2/wind_tower_campfire/6/default_intro/0,I stop to sit by the campfire.,Mi fermo a sedermi vicino al falò.
root/2/western_ring_monument/10/intro/0,You are currently at the Western Dunes Ring Monument.,Ti trovi al Monumento dell'Anello delle Dune Occidentali.
root/2/western_ring_monument/10/interaction_point/0,I enter the monument.,Entro nel monumento.
root/2/western_ring_monument/10/done/0,I leave the ring monument.,Lascio il monumento dell'anello.
root/2/zuli_conversation/2,Zuli,Zuli
root/2/zuli_conversation/12/done/0,I say goodbye to Zuli.,Saluto Zuli.
root/2/zuli_conversation/12/first_intro/0,Zuli is the leader of the engineers in Eccria.,Zuli è la leader degli ingegneri a Eccria.
root/2/zuli_conversation/12/default_intro/0,Zuli says hello.,Zuli saluta.
root/2/zuli_conversation/12/generic_chat/0,I have a chat with Zuli.,Faccio due chiacchiere con Zuli.
root/2/smugglers_legacy_character/2,Dock Worker,Portuale
root/2/smugglers_legacy_character/9/default_intro/0,"<<Greetings, Glider.>>","<<Salute, Glider.>>"
root/2/smugglers_legacy_character/9/done/0,"<<Farewell, Glider.>>","<<Addio, Glider.>>"
root/2/smugglers_legacy_character/9/generic_chat/0,<<I love the Oasis. Have you ever seen so much water in one place?>>,<<Adoro l'Oasi. Hai mai visto così tanta acqua in un solo posto?>>
root/2/llhor_conversation/2,Llhor,Llhor
root/2/llhor_conversation/10/first_intro/6,"The stranger by the fireside introduces themselves as Llhor, the famous Fabulist.","L'estranea accanto al fuoco si presenta come Llhor, la famosa Favolatrice."
root/2/llhor_conversation/10/default_intro/0,"<<""Greetings, Glider."">>","<<""Salute, Glider."">>"
root/2/llhor_conversation/10/done/0,"<<""Farewell, Glider."">>","<<""Addio, Glider."">>"
root/2/llhor_conversation/10/generic_chat_camp/0,I sit for a while with Llhor.,Mi siedo un po' con Llhor.
root/2/llhor_conversation/10/generic_chat_town/0,I have a chat with Llhor.,Faccio due chiacchiere con Llhor.
root/2/cafe_owner_conversation/2,Cafe Owner Rita,Proprietaria di Caffè Rita
root/2/cafe_owner_conversation/6/18/s0/2,"This is Rita, the owner of the Overhang Cafe.","Questa è Rita, la proprietaria del Caffè dell'Overhang."
root/2/cafe_owner_conversation/6/18/s1/2,"<<""Greetings, Glider."">>","<<""Salute, Glider."">>"
root/2/cafe_owner_conversation/9/opts/0/2,I have some questions about the power cut.,Ho qualche domanda sul blackout.
root/2/cafe_owner_conversation/9/opts/0/9,Goodbye.,Addio.
root/2/cafe_owner_conversation/9/done/0,"<<""Farewell, Glider."">>","<<""Addio, Glider."">>"
root/2/cafe_owner_conversation/9/investigation_questions/0/6/18/s0/2,"<<""I don't think I'll be of much help to your investigation."">>","<<""Non credo di poter essere di grande aiuto alla tua indagine."">>"
root/2/cafe_owner_conversation/9/investigation_questions/0/6/18/s1/2,I could ask more questions.,Potrei fare più domande.
root/2/cafe_owner_conversation/9/investigation_questions/0/10,Any idea why someone might have taken the core?,Hai idea del perché qualcuno avrebbe rubato il nucleo?
root/2/cafe_owner_conversation/9/investigation_questions/0/16,Where were you when the power went out?,Dov'eri quando è andata via la corrente?
root/2/cafe_owner_conversation/9/investigation_questions/0/22,Who do you think did it?,Chi pensi sia stato?
root/2/cafe_owner_conversation/9/investigation_questions/0/28,Was Garay in your cafe when the power went out?,Garay era nel tuo caffè quando è andata via la corrente?
root/2/cafe_owner_conversation/9/investigation_questions/0/35,"Okay, I'm done here.","Ok, ho finito qui."
root/2/cafe_owner_conversation/9/investigation_questions/0/40/c-0/2,"<<""Whatever the reason, it's been terrible for business."">>","<<""Qualunque sia la ragione, è stato terribile per gli affari."">>"
root/2/cafe_owner_conversation/9/investigation_questions/0/40/c-1/2,"<<""Same place I am every day. Here, in the cafe."">>","<<""Lo stesso posto in cui sono ogni giorno. Qui, al caffè."">>"
root/2/cafe_owner_conversation/9/investigation_questions/0/40/c-2/2,"<<""There's people coming and going every day in this town. Could be anyone."">>","<<""In questa città c'è gente che va e viene ogni giorno. Potrebbe essere chiunque."">>"
root/2/cafe_owner_conversation/9/investigation_questions/0/40/c-3/2,"Rita shakes her head, which makes the answer a surprise.","Rita scuote la testa, il che rende la risposta una sorpresa."
root/2/cafe_owner_conversation/9/investigation_questions/0/40/c-3/4,"<<""Oh yes. Yes, he was definitely here..."">>","<<""Oh sì. Sì, era assolutamente qui..."">>"
root/2/cafe_owner_conversation/9/investigation_questions/0/40/c-3/6,"<<""Getting into his usual trouble: showing up drunk, barking an insult at some poor patron, and before I know it, I've got to break up another fist fight."">>","<<""A combinarne delle solite: arrivare ubriaco, latrare un insulto a qualche povero cliente, e prima che me ne accorga, devo separare un'altra rissa."">>"
root/2/cafe_owner_conversation/9/investigation_questions/0/40/c-3/8,"This seals it: Garay's got an alibi. I thank her for the information, and apologize for the inconvenience.","Questo chiude la questione: Garay ha un alibi. La ringrazio per l'informazione, e mi scuso per il disturbo."
root/2/cafe_owner_conversation/9/investigation_questions/0/40/c-3/10,"<<""Oh, it's not a problem. But if you see that old fool around, you tell him he owes me for the broken glass."">>","<<""Oh, nessun problema. Ma se vedi quel vecchio scemo in giro, digli che mi deve i soldi del vetro rotto."">>"
root/2/shar_varana_conversation/2,Atomic Priest Shar Varana,Sacerdote Atomico Shar Varana
root/2/shar_varana_conversation/10/first_intro/0,Shar Varana introduces herself. She's the Atomic Priest in Eccria.,Shar Varana si presenta. È il Sacerdote Atomico di Eccria.
root/2/shar_varana_conversation/10/default_intro/0,"<<""Greetings, Glider."">>","<<""Salute, Glider."">>"
root/2/shar_varana_conversation/10/done/0,"<<""Farewell, Glider."">>","<<""Addio, Glider."">>"
root/2/shar_varana_conversation/10/generic_chat/0,We chat about the weather.,Chiacchieriamo del tempo.
root/2/citra_conversation/2,Merchant Citra,Mercante Citra
root/2/citra_conversation/12/done/0,I say goodbye to Citra.,Saluto Citra.
root/2/citra_conversation/12/quest_start/0/6,"<<""So! Do you make a habit of trying to get yourself eaten?"">>","<<""Allora! È un'abitudine la tua, cercare di farti mangiare?"">>"
root/2/citra_conversation/12/quest_start/0/10,I'm sorry!,Mi dispiace!
root/2/citra_conversation/12/quest_start/0/16,What was that?,Cos'era quello?
root/2/citra_conversation/12/quest_start/0/20/c-0/2,I apologize in a flurry of murmured sorries. It's met with a shake of the head.,Mi scuso in una raffica di mormorii di scuse. Ottiene uno scuotimento di testa.
root/2/citra_conversation/12/quest_start/0/20/c-0/4,"<<""Don't say sorry to me! You're the one tryin' to get bitten by a Wyrm."">>","<<""Non chiedere scusa a me! Sei tu quella che cerca di farsi mordere da un Wyrm."">>"
root/2/citra_conversation/12/quest_start/0/20/c-1/2,I ask what it was that nearly killed me just now.,Chiedo cosa fosse a poco fa quasi a uccidermi.
root/2/citra_conversation/12/quest_start/0/20/c-1/4,"<<""Well it's a Wyrm, isn't it?"">>","<<""Beh è un Wyrm, no?"">>"
root/2/citra_conversation/12/quest_start/0/20/g-0/0,"<<""This girl is Nozi and she's <i>bloody strong</i>. You shouldn't get that close unless you've had the proper training, or else you've got food handy."">>","<<""Questa ragazza è Nozi e ha <i>una forza bestiale</i>. Non dovresti avvicinarti tanto a meno che tu abbia avuto un addestramento adeguato, o abbia cibo a portata di mano."">>"
root/2/citra_conversation/12/quest_start/0/20/g-0/2,"<<""But you're a Glider, aren't you? So I <i>suppose</i> I can forgive a bit of clumsy wyrm-handling. My name's Citra."">>","<<""Ma sei una Glider, no? Quindi <i>immagino</i> di poter perdonare un po' di goffaggine col wyrm. Mi chiamo Citra."">>"
root/2/citra_conversation/12/quest_start/0/20/g-0/4,"I tell her I'm Sable, and she offers a quick compliment to my name, which almost soothes the embarrassment burning through my ears. After that, she's all business.","Le dico che sono Sable, e fa un rapido complimento al mio nome, che placa quasi l'imbarazzo che mi brucia le orecchie. Dopodiché è tutta affari."
root/2/citra_conversation/12/quest_start/0/20/g-0/6,"<<""Now what's brought you here, Glider?"">>","<<""Allora cosa ti porta qui, Glider?"">>"
root/2/citra_conversation/12/quest_start/0/20/g-0/10,Can I help with anything?,Posso aiutare in qualcosa?
root/2/citra_conversation/12/quest_start/0/20/g-0/14/c-2/8,"I get the sense that if Citra were an animal herself, her fur might have bristled at my question.","Ho la sensazione che se Citra fosse un animale, le si sarebbe rizzato il pelo alla mia domanda."
root/2/citra_conversation/12/quest_start/0/20/g-0/14/c-2/10,"It triggers a memory, where Jadi told me that it can sometimes be a labour in itself to explain how one needs help, and that I ought to try to see where I can be useful before I inquire.","Mi torna un ricordo, in cui Jadi mi disse che a volte spiegare di che aiuto si ha bisogno è un lavoro in sé, e che dovrei cercare di vedere dove posso essere utile prima di chiedere."
root/2/citra_conversation/12/quest_start/0/20/g-0/14/c-2/12,But I think I've made enough of an introduction already.,Ma credo di aver già fatto abbastanza presentazioni.
root/2/citra_conversation/12/quest_start/0/20/g-0/14/c-2/14,"<<""Do I need help..."">>","<<""Mi serve aiuto..."">>"
root/2/citra_conversation/12/quest_start/0/20/g-0/14/c-2/16,Citra gives it a moment's thought.,Citra ci pensa un momento.
root/2/citra_conversation/12/quest_start/0/20/g-0/14/c-2/18,"<<""You know what? Yes. Nozi loves a Hakoan glowworm, as a treat. If you could find her some, we'd both appreciate it."">>","<<""Sai che ti dico? Sì. Nozi adora i vermi luminosi hakoani come golosità. Se potessi trovargliene un po', te ne saremmo grate entrambe."">>"
root/2/citra_conversation/12/quest_start/0/20/g-0/14/c-2/20,"I tell her I think I can do that, and decide it better not to ask for further details. I'm sure I can find something.","Le dico che credo di poterlo fare, e decido che è meglio non chiedere altri dettagli. Sono sicura di trovare qualcosa."
root/2/citra_conversation/12/quest_active/0,"<<""I'm still waiting for those glow worms, Glider."">>","<<""Sto ancora aspettando quei vermi luminosi, Glider."">>"
root/2/citra_conversation/12/quest_completed/6,I tell Citra I have the glow worms for her.,Dico a Citra che ho i vermi luminosi per lei.
root/2/citra_conversation/12/quest_completed/8,"<<""You do? You know, I'd half-forgotten I even asked you. I must have been a little distracted."">>","<<""Davvero? Sai, mi ero quasi dimenticata di averteli chiesti. Devo essere stata un po' distratta."">>"
root/2/citra_conversation/12/quest_completed/11,I hand the glowworms over.,Le consegno i vermi luminosi.
root/2/citra_conversation/12/quest_completed/13,"<<""Thank you for these! Nozi will be eating even better than me tonight."">>","<<""Grazie! Stasera Nozi mangerà persino meglio di me."">>"
root/2/citra_conversation/12/quest_completed/16,Here's a Merchant's Badge as your reward.,Ecco un Distintivo del Mercante come ricompensa.
root/2/citra_conversation/12/post_quest/0,"<<""I'll see you around."">>","<<""Ci si rivede."">>"
root/2/sandip_conversation/2,Guard Sandip,Guardia Sandip
root/2/sandip_conversation/12/quest_start/0/6,The guard towers over me. I can't tell if I've somehow committed some kind of transgression as he looks me over.,La guardia mi torreggia sopra. Non capisco se in qualche modo abbia commesso qualche trasgressione mentre mi squadra.
root/2/sandip_conversation/12/quest_start/0/8,"He seems to be contemplating a decision of some sort, and mutters something unintelligible under his breath.","Sembra contemplare una decisione di qualche tipo, e mormora qualcosa di incomprensibile sottovoce."
root/2/sandip_conversation/12/quest_start/0/12,H... hello?,C... ciao?
root/2/sandip_conversation/12/quest_start/0/18,Who are you?,Chi sei?
root/2/sandip_conversation/12/quest_start/0/24,Are you planning on staring all day?,Hai intenzione di fissarmi tutto il giorno?
root/2/sandip_conversation/12/quest_start/0/28/c-0/2,"He seems to refocus as I speak, as if remembering that I am a living being.","Sembra rifocalizzarsi mentre parlo, come a ricordarsi che sono un essere vivente."
root/2/sandip_conversation/12/quest_start/0/28/c-0/4,"<<""You'll do. I have something in mind for you."">>","<<""Andrai bene. Ho qualcosa in mente per te."">>"
root/2/sandip_conversation/12/quest_start/0/28/c-1/2,He responds sharply.,Risponde secco.
root/2/sandip_conversation/12/quest_start/0/28/c-1/4,"<<""Detective Inspector Guard Sandip."">>","<<""Ispettore Detective Guardia Sandip."">>"
root/2/sandip_conversation/12/quest_start/0/28/c-1/6,"He pauses for a moment, looking around the square a moment before refocussing on me.","Fa una pausa, guardandosi intorno nella piazza per un istante prima di rifocalizzarsi su di me."
root/2/sandip_conversation/12/quest_start/0/28/c-2/2,He focuses on me with a look like I had been doing something covert.,Mi fissa con uno sguardo come se avessi fatto qualcosa di nascosto.
root/2/sandip_conversation/12/quest_start/0/28/c-2/4,"<<""And how like a Glider to stumble clumsily into my midst."">>","<<""E come è da Glider inciampare goffamente nel mio territorio."">>"
root/2/sandip_conversation/12/quest_start/0/28/c-2/6,"<<""Useful. Very useful."">>","<<""Utile. Molto utile."">>"
root/2/sandip_conversation/12/quest_start/0/28/g-0/0,"<<""Let's make good use of you."">>","<<""Mettiamoti a buon uso."">>"
root/2/sandip_conversation/12/quest_start/0/28/g-0/2,Me? I ask him how.,Io? Gli chiedo come.
root/2/sandip_conversation/12/quest_start/0/28/g-0/4,"<<""Well, you're a Glider. By your very nature an outsider. You belong to nothing and to no one. And therefore you are capable of an uncommon objectivity."">>","<<""Beh, sei una Glider. Per natura un'estranea. Non appartieni a nulla e a nessuno. E quindi sei capace di un'oggettività inconsueta."">>"
root/2/sandip_conversation/12/quest_start/0/28/g-0/6,"I wonder if I should share my myriad of popular, unpopular or deeply subjective opinions, but decide to spare him. He seems to have much more to say.","Mi chiedo se condividere la miriade di mie opinioni popolari, impopolari o profondamente soggettive, ma decido di risparmiargli. Sembra che abbia molto altro da dire."
